Position,GC,MluCI,NlaIII
1480600,36.5,5,1
1481000,44.25,4,1
1481400,43.25,2,3
1481800,36.25,1,1
1482200,33.25,3,0
1482600,34.25,2,0
1483000,32.75,2,0
1483400,28.5,10,0
1483800,29.0,10,2
1484200,34.5,1,1
1484600,25.0,10,0
1485000,36.5,6,0
1485400,40.75,2,2
1485800,37.5,3,2
1486200,36.25,3,3
1486600,45.75,2,1
1487000,45.0,0,1
1487400,46.0,2,2
1487800,49.0,0,4
1488200,45.25,1,3
1488600,47.5,1,1
1489000,48.0,0,2
1489400,40.5,3,0
1489800,48.0,0,1
1490200,44.5,2,1
1490600,45.75,4,1
1491000,44.25,0,1
1491400,46.0,3,0
1491800,39.5,5,1
1492200,46.5,1,2
1492600,44.5,0,1
1493000,47.5,2,1
1493400,40.75,1,2
1493800,48.0,1,0
1494200,44.25,2,1
1494600,50.75,0,2
1495000,45.0,2,1
1495400,43.5,0,0
1495800,43.5,1,1
1496200,45.5,2,1
1496600,48.25,2,1
1497000,49.5,1,1
1497400,41.75,1,2
1497800,25.0,10,0
1498200,41.75,6,3
1498600,42.0,5,1
1499000,41.5,2,1
1499400,41.0,2,0
1499800,44.0,4,1
1500200,40.75,3,0
1500600,36.75,4,0
1501000,43.5,2,0
1501400,32.5,4,3
1501800,41.25,0,1
1502200,44.5,2,0
1502600,39.25,0,3
1503000,42.75,2,2
1503400,40.75,1,1
1503800,48.0,0,3
1504200,45.0,0,1
1504600,38.0,2,1
1505000,30.0,5,0
1505400,33.5,6,0
1505800,38.25,0,0
1506200,43.75,4,3
1506600,41.25,0,1
1507000,38.5,3,1
1507400,43.25,1,3
1507800,40.75,0,2
1508200,36.25,6,1
1508600,44.75,2,1
1509000,40.5,2,2
1509400,42.5,0,1
1509800,41.75,1,4
1510200,30.75,8,2
1510600,35.75,2,0
1511000,34.5,5,1
1511400,34.5,6,1
1511800,30.5,7,1
1512200,34.25,1,2
1512600,36.5,3,2
1513000,34.25,6,2
1513400,35.5,8,1
1513800,34.0,6,2
1514200,36.75,2,4
1514600,30.0,5,1
1515000,31.75,5,0
1515400,34.5,8,0
1515800,35.25,4,0
1516200,36.0,2,1
1516600,35.5,4,0
1517000,35.5,4,0
1517400,35.0,3,1
1517800,32.25,6,2
1518200,34.0,4,3
1518600,36.0,6,1
1519000,35.75,9,1
1519400,38.25,3,2
1519800,37.25,2,1
1520200,32.25,5,1
1520600,31.5,6,0
1521000,34.75,5,0
1521400,33.0,6,1
1521800,36.25,2,2
1522200,38.5,3,0
1522600,38.5,1,0
1523000,41.5,3,0
1523400,44.0,1,0
1523800,43.25,2,6
1524200,40.25,2,1
1524600,45.0,0,4
1525000,45.5,0,6
1525400,46.0,5,2
1525800,42.0,2,1
1526200,35.0,4,1
1526600,39.75,2,0
1527000,39.5,2,1
1527400,42.0,0,0
1527800,37.5,1,4
1528200,41.25,0,3
1528600,42.75,4,3
1529000,40.25,1,2
1529400,44.75,0,2
1529800,46.25,1,1
1530200,44.0,3,3
1530600,40.0,2,0
1531000,29.0,3,0
1531400,32.25,2,0
1531800,38.25,8,0
1532200,29.75,7,2
1532600,36.5,6,1
1533000,40.75,3,0
1533400,38.5,4,2
1533800,39.0,2,3
1534200,43.25,1,3
1534600,39.5,2,1
1535000,33.5,1,1
1535400,38.75,2,3
1535800,37.0,5,1
1536200,42.5,5,0
1536600,47.25,1,2
1537000,42.25,4,0
1537400,46.0,4,0
1537800,43.25,0,0
1538200,44.5,2,0
1538600,47.25,2,1
1539000,43.75,3,1
1539400,44.75,1,3
1539800,45.0,2,2
1540200,42.75,2,2
1540600,34.75,2,1
1541000,41.25,1,3
1541400,43.75,2,1
1541800,42.0,3,0
1542200,39.0,1,1
1542600,46.25,1,0
1543000,45.5,1,1
1543400,50.0,1,4
1543800,48.75,1,2
1544200,31.25,5,0
1544600,43.0,1,0
1545000,38.0,3,2
1545400,39.75,1,0
1545800,36.25,5,3
1546200,35.75,6,0
1546600,38.5,1,1
1547000,38.75,2,2
1547400,36.0,1,0
1547800,44.25,0,5
1548200,43.5,0,1
1548600,40.5,1,0
1549000,39.75,1,0
1549400,33.75,5,2
1549800,32.5,3,4
1550200,31.5,2,0
1550600,35.25,5,2
1551000,32.5,4,2
1551400,35.25,5,1
1551800,34.75,4,1
1552200,37.5,3,2
1552600,35.75,2,1
1553000,43.25,3,0
1553400,43.5,2,1
1553800,48.0,1,0
1554200,44.5,0,1
1554600,48.0,0,4
1555000,47.0,3,2
1555400,42.0,3,4
1555800,38.75,4,0
1556200,48.0,1,1
1556600,42.25,4,0
1557000,40.25,0,2
1557400,41.5,1,2
1557800,38.75,0,2
1558200,45.25,2,1
1558600,41.25,1,1
1559000,40.25,3,0
1559400,36.75,3,0
1559800,38.75,2,1
1560200,36.5,4,1
1560600,36.5,4,1
1561000,41.75,3,0
1561400,43.75,2,1
1561800,40.75,2,1
1562200,37.75,5,0
1562600,37.25,4,2
1563000,37.75,5,0
1563400,42.25,1,1
1563800,37.25,5,2
1564200,35.5,4,0
1564600,31.75,9,1
1565000,32.5,5,0
1565400,35.5,3,0
1565800,37.5,4,1
1566200,38.25,4,1
1566600,40.5,1,3
1567000,40.5,3,1
1567400,41.75,5,3
1567800,33.75,2,2
1568200,34.0,3,1
1568600,42.25,3,2
1569000,41.0,4,1
1569400,39.25,1,2
1569800,37.75,1,1
1570200,38.0,2,0
1570600,36.5,6,0
1571000,39.25,7,2
1571400,41.75,2,0
1571800,41.0,9,0
1572200,41.5,3,0
1572600,39.0,4,2
1573000,43.25,5,2
1573400,40.0,3,0
1573800,35.25,4,1
1574200,30.0,3,1
1574600,37.0,6,1
1575000,36.25,6,2
1575400,35.75,4,0
1575800,37.25,1,2
1576200,38.0,2,0
1576600,43.75,2,1
1577000,35.25,7,0
1577400,42.25,2,4
1577800,36.75,4,0
1578200,35.75,6,0
1578600,36.25,7,1
1579000,33.75,4,1
1579400,32.5,8,1
1579800,35.25,3,2
1580200,33.5,7,0
1580600,35.25,2,0
1581000,34.75,1,1
1581400,31.0,8,1
1581800,36.5,5,3
1582200,36.25,4,2
1582600,35.5,5,2
1583000,32.5,2,0
1583400,34.75,6,1
1583800,42.75,4,0
1584200,44.5,2,1
1584600,40.5,4,1
1585000,32.75,6,2
1585400,38.5,2,0
1585800,39.25,2,0
1586200,29.25,6,1
1586600,41.0,2,3
1587000,39.5,7,2
1587400,37.5,3,1
1587800,37.25,1,3
1588200,35.0,1,2
1588600,31.5,5,0
1589000,34.0,5,3
1589400,32.25,5,0
1589800,30.75,1,0
1590200,32.0,4,0
1590600,35.5,1,0
1591000,38.0,2,2
1591400,32.75,3,1
1591800,27.5,8,1
1592200,33.25,3,4
1592600,37.25,7,2
1593000,32.5,5,2
1593400,32.75,5,1
1593800,35.25,8,3
1594200,31.25,4,1
1594600,28.0,3,0
1595000,33.5,9,0
1595400,33.75,4,0
1595800,27.0,5,1
1596200,37.75,2,0
1596600,39.25,4,0
1597000,33.0,5,1
1597400,41.5,3,3
1597800,27.75,4,0
1598200,33.0,4,1
1598600,36.75,2,1
1599000,39.75,4,0
1599400,28.75,6,4
1599800,29.0,12,0
1600200,36.75,4,0
1600600,39.5,3,2
1601000,35.0,4,2
1601400,42.0,0,3
1601800,39.5,0,1
1602200,36.5,5,0
1602600,35.25,4,1
1603000,36.5,6,2
1603400,36.5,2,0
1603800,40.5,2,2
1604200,34.75,0,0
1604600,31.25,6,0
1605000,37.5,2,4
1605400,36.75,4,1
1605800,35.5,2,0
1606200,44.5,1,0
1606600,42.5,0,2
1607000,44.0,3,1
1607400,44.25,1,0
1607800,39.25,1,0
1608200,35.75,2,3
1608600,35.5,4,1
1609000,35.75,5,4
1609400,39.75,5,1
1609800,41.75,3,1
1610200,35.5,4,1
1610600,37.75,3,1
1611000,38.75,4,3
1611400,38.5,4,2
1611800,37.0,1,1
1612200,34.0,5,1
1612600,39.5,2,0
1613000,40.0,4,1
1613400,41.0,2,0
1613800,32.5,5,2
1614200,43.5,2,2
1614600,40.25,0,0
1615000,38.25,2,0
1615400,39.0,2,3
1615800,30.25,8,0
1616200,35.25,2,1
1616600,29.25,2,1
1617000,30.5,9,1
1617400,34.5,4,0
1617800,42.25,2,0
1618200,36.5,3,2
1618600,40.5,3,0
1619000,39.25,3,1
1619400,34.75,3,3
1619800,41.0,3,0
1620200,37.25,9,0
1620600,40.0,4,2
1621000,34.0,3,2
1621400,32.5,4,1
1621800,35.5,4,0
1622200,30.25,6,2
1622600,28.5,8,2
1623000,35.5,4,2
1623400,39.0,3,0
1623800,41.0,2,1
1624200,38.25,2,1
1624600,33.25,9,0
1625000,31.5,6,0
1625400,33.75,6,0
1625800,33.0,9,1
1626200,33.0,1,1
1626600,32.75,3,0
1627000,34.0,6,3
1627400,37.75,7,1
1627800,33.0,3,0
1628200,29.75,8,0
1628600,33.0,5,3
1629000,33.25,5,1
1629400,42.25,1,0
1629800,43.5,2,0
1630200,41.75,5,2
1630600,37.0,5,2
1631000,37.0,5,2
1631400,36.25,1,2
1631800,43.75,0,2
1632200,53.75,0,0
1632600,51.75,3,2
1633000,54.0,0,3
1633400,47.5,1,0
1633800,47.25,0,0
1634200,51.5,2,3
1634600,46.75,3,0
1635000,48.0,2,0
1635400,50.75,3,0
1635800,52.25,0,2
1636200,53.5,1,1
1636600,41.5,3,4
1637000,35.5,3,1
1637400,37.0,2,1
1637800,35.0,4,1
1638200,27.5,11,1
1638600,33.75,8,1
1639000,37.5,5,2
1639400,41.5,1,1
1639800,40.75,3,0
1640200,40.25,4,2
1640600,39.5,4,2
1641000,42.0,6,1
1641400,43.25,1,2
1641800,43.0,2,2
1642200,50.25,1,2
1642600,48.0,0,3
1643000,42.25,4,0
1643400,44.25,2,2
1643800,37.5,2,1
1644200,38.0,5,1
1644600,37.75,1,2
1645000,42.75,3,2
1645400,43.0,2,2
1645800,36.75,4,1
1646200,38.5,4,0
1646600,44.0,2,1
1647000,37.5,6,1
1647400,36.25,2,0
1647800,48.25,2,2
1648200,40.25,3,1
1648600,40.5,3,0
1649000,43.25,4,0
1649400,47.5,3,1
1649800,45.0,3,3
1650200,43.5,4,0
1650600,42.5,0,0
1651000,45.5,1,2
1651400,49.75,0,1
1651800,38.75,1,1
1652200,47.0,2,1
1652600,47.25,3,5
1653000,45.25,2,5
1653400,42.75,4,4
1653800,42.25,4,2
1654200,46.75,0,1
1654600,48.75,2,2
1655000,40.75,4,1
1655400,34.0,4,3
1655800,37.0,7,2
1656200,33.25,4,1
1656600,42.75,3,2
1657000,43.75,1,1
1657400,43.0,0,2
1657800,42.25,2,2
1658200,45.75,2,0
1658600,47.0,4,3
1659000,43.75,2,2
1659400,48.5,2,0
1659800,42.75,3,2
1660200,33.75,5,0
1660600,41.0,3,1
1661000,39.25,3,1
1661400,44.25,1,1
1661800,44.25,4,2
1662200,47.5,2,3
1662600,49.0,2,0
1663000,46.75,1,2
1663400,48.25,4,1
1663800,42.75,3,0
1664200,42.75,1,0
1664600,45.25,3,2
1665000,41.75,3,3
1665400,47.25,1,0
1665800,46.75,4,2
1666200,45.5,1,1
1666600,53.0,0,3
1667000,46.5,3,1
1667400,42.5,4,0
1667800,45.75,2,3
1668200,28.75,4,0
1668600,41.25,3,0
1669000,45.0,1,1
1669400,45.0,2,2
1669800,50.5,1,1
1670200,37.75,3,1
1670600,50.75,3,3
1671000,48.75,0,2
1671400,47.0,1,0
1671800,42.75,4,3
1672200,51.75,1,4
1672600,50.75,0,1
1673000,45.75,1,1
1673400,42.75,3,4
1673800,45.25,2,2
1674200,48.5,1,3
1674600,44.75,0,3
1675000,40.75,1,2
1675400,43.75,1,1
1675800,42.0,2,0
1676200,40.5,4,1
1676600,42.0,2,2
1677000,43.0,1,1
1677400,45.5,0,1
1677800,42.5,1,0
1678200,41.25,1,3
1678600,39.0,1,0
1679000,35.5,2,1
1679400,35.25,4,3
1679800,39.0,5,0
1680200,26.5,11,0
1680600,42.5,5,1
1681000,44.75,3,4
1681400,41.5,0,2
1681800,40.75,2,0
1682200,41.25,2,0
1682600,39.25,3,0
1683000,48.0,1,1
1683400,42.25,2,0
1683800,40.0,4,3
1684200,41.25,2,2
1684600,43.75,5,2
1685000,40.25,2,2
1685400,42.0,4,1
1685800,42.5,2,3
1686200,39.5,3,0
1686600,46.0,1,2
1687000,46.0,1,2
1687400,36.75,2,0
1687800,40.5,2,1
1688200,46.75,1,1
1688600,39.0,6,0
1689000,35.25,1,0
1689400,43.25,4,4
1689800,41.75,1,3
1690200,50.0,1,1
1690600,42.25,3,1
1691000,36.75,2,0
1691400,41.25,1,2
1691800,40.5,1,1
1692200,43.5,0,1
1692600,43.0,5,2
1693000,43.5,4,0
1693400,40.0,1,0
1693800,43.75,2,1
1694200,45.0,2,2
1694600,36.25,5,1
1695000,46.0,1,0
1695400,37.75,2,0
1695800,44.5,0,3
1696200,43.75,1,3
1696600,44.0,1,3
1697000,43.0,1,2
1697400,43.25,0,3
1697800,36.5,1,1
1698200,43.0,1,3
1698600,40.0,1,2
1699000,44.75,4,3
1699400,44.75,4,3
1699800,44.25,1,2
1700200,42.75,4,0
1700600,34.75,1,0
1701000,30.5,2,0
1701400,39.0,2,0
1701800,32.75,4,0
1702200,37.5,2,1
1702600,44.0,2,2
1703000,39.25,3,0
1703400,44.0,0,1
1703800,42.0,1,2
1704200,37.25,3,1
1704600,37.25,2,0
1705000,39.5,2,0
1705400,38.0,7,1
1705800,33.75,8,1
1706200,43.5,2,1
1706600,45.5,3,3
1707000,38.75,1,0
1707400,40.75,2,0
1707800,43.75,2,1
1708200,32.75,6,0
1708600,25.5,6,0
1709000,31.0,2,1
1709400,38.0,2,1
1709800,41.5,4,1
1710200,43.75,1,0
1710600,42.25,2,2
1711000,23.25,5,0
1711400,24.25,6,2
1711800,31.5,6,2
1712200,39.25,1,0
1712600,40.75,1,1
1713000,40.5,2,0
1713400,38.75,4,2
1713800,41.5,2,1
1714200,43.0,2,2
1714600,45.75,2,3
1715000,36.0,4,2
1715400,48.25,2,3
1715800,42.5,1,4
1716200,43.25,1,0
1716600,31.25,6,0
1717000,36.5,4,1
1717400,29.75,3,1
1717800,34.25,2,1
1718200,43.75,2,0
1718600,45.0,2,4
1719000,46.0,0,2
1719400,39.5,1,1
1719800,40.25,1,0
1720200,43.0,3,1
1720600,46.25,1,5
1721000,50.25,3,0
1721400,41.25,4,3
1721800,43.25,4,0
1722200,30.25,4,0
1722600,43.0,2,0
1723000,40.0,0,2
1723400,31.25,4,0
1723800,38.5,7,2
1724200,36.25,1,0
1724600,39.5,1,0
1725000,37.25,4,0
1725400,38.25,4,0
1725800,38.25,5,2
1726200,38.0,3,1
1726600,42.75,3,2
1727000,34.5,7,0
1727400,40.25,2,0
1727800,38.25,5,3
1728200,41.0,4,4
1728600,36.0,1,1
1729000,28.75,6,1
1729400,29.5,4,1
1729800,37.5,3,1
1730200,31.75,4,0
1730600,37.5,1,2
1731000,39.75,2,1
1731400,29.5,2,1
1731800,32.75,6,3
1732200,35.5,3,0
1732600,24.5,14,0
1733000,26.75,4,0
1733400,37.25,3,0
1733800,28.25,6,1
1734200,30.75,3,0
1734600,27.0,5,1
1735000,30.25,4,0
1735400,32.75,6,1
1735800,29.75,7,2
1736200,28.5,4,1
1736600,28.25,6,0
1737000,36.5,6,0
1737400,29.0,3,1
1737800,29.75,4,0
1738200,31.0,7,0
1738600,35.0,0,0
1739000,26.5,7,1
1739400,30.25,4,1
1739800,31.25,3,1
1740200,34.5,5,2
1740600,32.25,3,1
1741000,29.75,3,0
1741400,37.5,1,0
1741800,36.75,5,0
1742200,38.5,5,0
1742600,47.5,0,1
1743000,45.5,0,4
1743400,30.0,3,1
1743800,49.75,1,2
1744200,49.5,0,4
1744600,43.25,3,4
1745000,43.5,0,1
1745400,47.5,1,2
1745800,48.75,3,1
1746200,48.0,0,2
1746600,47.25,2,1
1747000,46.25,2,2
1747400,40.75,0,0
1747800,48.0,1,1
1748200,47.0,1,4
1748600,45.75,0,0
1749000,46.25,2,0
1749400,41.5,2,0
1749800,35.25,6,0
1750200,33.5,3,3
1750600,36.25,8,1
1751000,43.5,1,0
1751400,45.0,2,2
1751800,45.0,3,2
1752200,53.5,1,3
1752600,47.5,0,3
1753000,42.0,3,1
1753400,45.0,1,1
1753800,46.0,2,4
1754200,41.75,4,0
1754600,40.25,3,0
1755000,37.75,4,2
1755400,29.75,7,1
1755800,28.75,5,2
1756200,28.0,6,1
1756600,31.75,5,2
1757000,27.0,11,0
1757400,30.25,9,0
1757800,28.0,11,0
1758200,29.75,5,0
1758600,29.75,8,0
1759000,30.0,6,0
1759400,29.25,4,2
1759800,26.0,4,0
1760200,30.5,7,0
1760600,29.0,4,2
1761000,28.25,4,1
1761400,31.25,7,0
1761800,27.0,11,0
1762200,33.5,3,0
1762600,44.0,2,0
1763000,37.75,2,2
1763400,29.0,7,0
1763800,38.5,4,1
1764200,38.5,2,1
1764600,38.5,4,0
1765000,36.5,2,1
1765400,39.5,2,0
1765800,32.75,4,0
1766200,43.75,0,2
1766600,46.25,1,1
1767000,43.5,1,1
1767400,40.25,3,1
1767800,42.75,1,1
1768200,32.5,6,0
1768600,41.0,3,1
1769000,40.75,3,0
1769400,41.5,3,2
1769800,47.0,1,4
1770200,48.0,0,1
1770600,43.75,4,0
1771000,44.75,1,0
1771400,44.25,2,2
1771800,43.25,3,0
1772200,48.75,3,0
1772600,39.25,3,1
1773000,42.25,4,3
1773400,38.75,3,2
1773800,40.25,5,1
1774200,38.75,1,2
1774600,41.25,3,1
1775000,41.25,3,4
1775400,40.75,3,1
1775800,42.25,3,1
1776200,40.0,2,2
1776600,38.0,1,0
1777000,36.0,5,1
1777400,37.0,2,2
1777800,43.0,1,2
1778200,38.25,2,1
1778600,44.0,1,2
1779000,46.25,2,1
1779400,36.25,3,1
1779800,38.5,0,0
1780200,44.75,3,1
1780600,39.5,3,0
1781000,41.0,3,0
1781400,49.75,1,3
1781800,45.0,4,0
1782200,45.0,1,0
1782600,46.25,2,2
1783000,35.75,3,2
1783400,37.75,5,0
1783800,31.0,4,0
1784200,37.75,6,1
1784600,35.5,7,2
1785000,34.0,3,0
1785400,34.5,4,2
1785800,35.25,4,3
1786200,33.25,3,4
1786600,39.25,1,2
1787000,34.25,5,1
1787400,46.0,2,1
1787800,46.5,3,4
1788200,42.75,3,0
1788600,36.75,4,0
1789000,37.5,1,3
1789400,43.25,0,1
1789800,40.0,5,4
1790200,37.25,0,0
1790600,45.5,0,0
1791000,40.25,4,0
1791400,42.5,3,4
1791800,43.5,3,1
1792200,36.5,1,1
1792600,36.75,2,2
1793000,38.5,2,1
1793400,31.5,3,2
1793800,30.75,8,0
1794200,29.25,11,1
1794600,29.25,3,0
1795000,36.0,7,0
1795400,27.5,8,0
1795800,31.5,3,1
1796200,38.0,4,1
1796600,43.5,0,5
1797000,39.0,5,2
1797400,36.0,6,2
1797800,37.5,4,3
1798200,43.5,0,1
1798600,43.5,1,3
1799000,40.25,2,1
1799400,47.5,0,3
1799800,40.75,1,1
1800200,39.25,2,0
1800600,40.0,2,0
1801000,39.25,0,5
1801400,34.5,1,1
1801800,38.5,3,2
1802200,44.0,0,0
1802600,40.0,1,0
1803000,34.0,3,1
1803400,39.25,0,0
1803800,33.5,4,0
1804200,38.5,4,1
1804600,40.25,1,2
1805000,39.25,3,1
1805400,47.75,0,1
1805800,47.5,0,2
1806200,46.25,2,4
1806600,48.25,0,1
1807000,46.75,2,1
1807400,47.5,2,0
1807800,44.25,0,1
1808200,45.25,3,2
1808600,44.75,1,4
1809000,35.0,5,2
1809400,39.75,2,0
1809800,39.75,2,1
1810200,35.5,5,0
1810600,44.5,4,2
1811000,36.75,5,1
1811400,41.5,3,0
1811800,44.0,4,1
1812200,43.75,1,0
1812600,41.25,9,2
1813000,43.5,1,2
1813400,35.25,3,1
1813800,37.25,2,0
1814200,40.25,3,0
1814600,39.25,2,0
1815000,36.5,3,1
1815400,42.0,2,0
1815800,42.5,1,3
1816200,37.5,1,0
1816600,34.0,3,1
1817000,39.25,6,2
1817400,43.25,1,0
1817800,39.75,2,1
1818200,46.25,1,1
1818600,43.25,2,0
1819000,45.0,1,0
1819400,40.25,5,1
1819800,44.25,0,0
1820200,44.75,2,1
1820600,45.5,3,2
1821000,39.0,5,0
1821400,44.5,2,0
1821800,35.5,3,1
1822200,46.5,2,1
1822600,41.75,1,1
1823000,40.75,4,0
1823400,38.25,1,0
1823800,45.25,1,0
1824200,46.75,0,2
1824600,38.5,2,1
1825000,42.25,2,1
1825400,43.75,3,0
1825800,44.0,0,2
1826200,39.25,7,1
1826600,39.75,1,2
1827000,44.0,3,1
1827400,37.5,2,1
1827800,42.25,5,0
1828200,41.25,6,0
1828600,37.75,3,1
1829000,38.75,3,1
1829400,40.75,2,1
1829800,42.75,1,0
1830200,43.25,2,0
1830600,41.75,7,0
1831000,42.75,1,1
1831400,35.5,9,0
1831800,41.0,3,2
1832200,40.25,2,2
1832600,38.25,1,2
1833000,37.0,4,2
1833400,37.75,2,1
1833800,38.25,4,0
1834200,41.25,1,1
1834600,43.5,2,1
1835000,39.0,3,1
1835400,37.75,2,0
1835800,40.0,0,3
1836200,38.5,5,0
1836600,33.25,5,3
1837000,44.75,5,0
1837400,46.5,2,1
1837800,45.75,1,2
1838200,33.75,5,3
1838600,46.0,2,3
1839000,42.0,1,4
1839400,38.5,0,0
1839800,34.75,7,1
1840200,40.5,5,1
1840600,37.25,4,3
1841000,40.5,1,1
1841400,44.75,4,4
1841800,34.5,5,1
1842200,33.0,2,0
1842600,36.0,1,1
1843000,32.0,7,1
1843400,33.0,2,1
1843800,28.5,7,1
1844200,32.0,8,2
1844600,30.75,10,2
1845000,32.75,4,1
1845400,30.75,13,2
1845800,30.25,6,1
1846200,27.75,7,2
1846600,34.5,6,1
1847000,35.75,4,0
1847400,34.5,5,0
1847800,36.0,3,3
1848200,33.75,3,1
1848600,34.25,2,0
1849000,36.25,4,0
1849400,34.75,4,1
1849800,36.75,3,1
1850200,36.75,8,2
1850600,39.75,4,1
1851000,36.0,6,2
1851400,37.0,3,2
1851800,35.0,4,0
1852200,41.0,2,2
1852600,30.75,7,0
1853000,32.25,6,1
1853400,46.5,2,0
1853800,45.0,2,1
1854200,47.25,5,1
1854600,47.25,3,2
1855000,45.0,2,1
1855400,39.0,7,1
1855800,29.25,5,0
1856200,26.75,6,1
1856600,37.0,6,1
1857000,47.75,0,1
1857400,40.75,4,2
1857800,32.5,4,1
1858200,32.75,6,1
1858600,39.5,4,1
1859000,43.25,1,5
1859400,48.0,1,3
1859800,41.0,1,4
1860200,37.75,4,0
1860600,39.75,0,4
1861000,41.25,5,2
1861400,45.5,3,5
1861800,42.0,2,1
1862200,41.75,6,3
1862600,40.75,3,1
1863000,44.25,3,2
1863400,40.75,1,2
1863800,40.25,4,2
1864200,43.5,4,1
1864600,44.5,2,0
1865000,45.5,3,2
1865400,38.5,1,1
1865800,41.5,3,0
1866200,46.75,1,2
1866600,40.5,3,1
1867000,39.5,7,0
1867400,43.5,1,4
1867800,44.5,2,2
1868200,45.5,3,2
1868600,45.75,2,1
1869000,45.5,5,2
1869400,43.0,2,2
1869800,43.5,3,4
1870200,41.5,0,0
1870600,44.5,4,1
1871000,44.0,1,2
1871400,45.5,0,4
1871800,44.0,2,1
1872200,43.0,1,1
1872600,41.5,2,0
1873000,41.25,3,1
1873400,40.75,2,1
1873800,37.0,2,2
1874200,35.0,4,0
1874600,45.5,2,0
1875000,45.0,0,1
1875400,39.0,2,3
1875800,45.5,0,1
1876200,40.5,6,0
1876600,43.75,0,1
1877000,44.5,6,0
1877400,44.0,0,1
1877800,33.5,6,0
1878200,42.0,4,2
1878600,42.75,1,1
1879000,46.25,2,3
1879400,42.5,4,5
1879800,46.25,0,2
1880200,42.75,3,2
1880600,47.0,0,1
1881000,48.75,1,3
1881400,47.25,3,4
1881800,45.25,2,3
1882200,38.75,3,0
1882600,37.25,4,0
1883000,38.25,6,2
1883400,49.0,1,3
1883800,45.75,3,0
1884200,45.5,2,0
1884600,40.5,2,1
1885000,45.25,1,5
1885400,41.25,4,0
1885800,41.5,3,1
1886200,40.5,1,0
1886600,45.0,1,3
1887000,40.0,2,4
1887400,41.25,2,1
1887800,42.75,1,2
1888200,49.25,0,3
1888600,44.25,2,2
1889000,39.75,3,1
1889400,46.25,1,1
1889800,30.0,5,0
1890200,45.25,2,0
1890600,45.5,0,2
1891000,43.5,0,1
1891400,42.5,1,1
1891800,41.0,4,1
1892200,31.25,6,1
1892600,43.75,1,0
1893000,42.0,3,1
1893400,41.5,3,0
1893800,35.25,2,2
1894200,37.5,1,0
1894600,38.25,2,2
1895000,44.0,2,2
1895400,44.25,2,2
1895800,46.25,3,3
1896200,44.5,0,3
1896600,47.5,1,1
1897000,44.5,1,1
1897400,43.25,2,1
1897800,42.0,3,1
1898200,48.0,0,0
1898600,39.0,3,1
1899000,34.25,4,1
1899400,39.0,1,1
1899800,45.0,0,0
1900200,38.0,5,0
1900600,32.25,4,1
1901000,31.75,8,0
1901400,31.75,2,1
1901800,29.75,5,0
1902200,30.25,7,2
1902600,36.5,5,2
1903000,34.5,5,1
1903400,26.75,8,1
1903800,31.5,3,1
1904200,30.0,7,1
1904600,29.25,10,1
1905000,37.5,3,2
1905400,30.5,3,2
1905800,27.0,8,0
1906200,29.25,3,0
1906600,27.0,12,0
1907000,29.25,12,1
1907400,29.25,4,1
1907800,28.0,8,1
1908200,30.75,4,2
1908600,29.25,6,0
1909000,24.0,14,0
1909400,33.75,5,0
1909800,31.5,3,2
1910200,29.0,5,0
1910600,38.5,2,3
1911000,33.75,6,1
1911400,33.75,3,1
1911800,34.75,2,2
1912200,30.5,5,1
1912600,30.75,6,1
1913000,33.25,4,1
1913400,31.75,8,0
1913800,30.5,5,0
1914200,29.25,4,0
1914600,36.0,6,1
1915000,31.0,5,4
1915400,28.25,6,0
1915800,35.0,5,2
1916200,39.25,4,1
1916600,36.0,5,1
1917000,34.75,4,1
1917400,31.75,2,3
1917800,30.25,5,0
1918200,34.25,6,0
1918600,37.5,3,2
1919000,38.5,1,2
1919400,36.5,0,2
1919800,33.75,4,0
1920200,31.0,6,3
1920600,43.25,2,0
1921000,32.5,2,2
1921400,44.0,3,0
1921800,39.25,2,1
1922200,40.0,6,2
1922600,37.75,4,1
1923000,41.75,2,1
1923400,41.75,1,1
1923800,37.75,2,0
1924200,37.25,3,1
1924600,34.0,3,0
1925000,36.0,3,4
1925400,47.0,2,0
1925800,42.75,2,1
1926200,40.75,3,2
1926600,44.25,1,2
1927000,40.5,3,1
1927400,46.0,1,0
1927800,41.0,1,0
1928200,46.0,0,3
1928600,30.25,6,0
1929000,39.0,4,2
1929400,40.0,1,1
1929800,41.5,0,2
1930200,41.5,2,7
1930600,40.5,0,2
1931000,41.25,5,0
1931400,43.75,4,0
1931800,38.0,5,1
1932200,42.5,3,0
1932600,37.0,2,1
1933000,35.75,1,0
1933400,39.0,5,1
1933800,44.0,2,2
1934200,42.75,0,2
1934600,37.25,3,1
1935000,38.25,5,2
1935400,39.0,4,1
1935800,37.25,4,0
1936200,37.5,1,1
1936600,38.0,3,1
1937000,40.25,2,1
1937400,44.25,6,2
1937800,41.25,4,0
1938200,39.5,5,0
1938600,41.5,3,1
1939000,42.0,0,2
1939400,40.0,3,1
1939800,38.0,4,1
1940200,41.75,3,1
1940600,37.75,8,1
1941000,44.75,1,1
1941400,38.25,1,1
1941800,30.75,1,0
1942200,44.0,6,1
1942600,42.25,6,0
1943000,43.25,1,1
1943400,44.75,3,0
1943800,43.0,3,1
1944200,41.25,1,2
1944600,47.75,1,3
1945000,43.5,0,1
1945400,45.5,2,1
1945800,46.25,2,3
1946200,42.75,4,0
